user_id,property_id,timestamp,duration
U017,P014,2024-07-20 16:31:48.271631,75
U005,P014,2024-07-19 16:31:48.271631,75
U015,P001,2024-07-26 16:31:48.271631,72
U008,P006,2024-08-11 16:31:48.271631,42
U014,P001,2024-07-25 16:31:48.271631,61
U003,P019,2024-07-28 16:31:48.271631,56
U020,P019,2024-08-13 16:31:48.271631,114
U017,P015,2024-07-18 16:31:48.271631,46
U011,P008,2024-07-31 16:31:48.271631,28
U015,P013,2024-08-03 16:31:48.271631,116
U003,P004,2024-07-19 16:31:48.271631,6
U001,P007,2024-07-25 16:31:48.271631,12
U009,P010,2024-08-09 16:31:48.271631,82
U012,P007,2024-07-26 16:31:48.271631,22
U017,P014,2024-07-26 16:31:48.271631,18
U010,P008,2024-08-11 16:31:48.271631,31
U005,P018,2024-08-07 16:31:48.271631,77
U011,P012,2024-07-21 16:31:48.271631,56
U019,P006,2024-07-20 16:31:48.271631,72
U010,P009,2024-07-26 16:31:48.271631,3
U013,P019,2024-07-17 16:31:48.271631,6
U009,P018,2024-07-20 16:31:48.271631,18
U011,P006,2024-07-29 16:31:48.271631,114
U020,P002,2024-07-30 16:31:48.271631,23
U018,P008,2024-07-23 16:31:48.271631,70
U019,P009,2024-08-04 16:31:48.271631,104
U014,P014,2024-07-24 16:31:48.271631,82
U004,P003,2024-08-01 16:31:48.271631,18
U001,P003,2024-07-18 16:31:48.271631,69
U019,P013,2024-08-08 16:31:48.271631,18
U015,P011,2024-07-25 16:31:48.271631,28
U002,P016,2024-07-29 16:31:48.271631,97
U009,P005,2024-07-22 16:31:48.271631,88
U018,P019,2024-07-29 16:31:48.271631,53
U004,P013,2024-07-19 16:31:48.271631,70
U002,P006,2024-07-26 16:31:48.271631,110
U010,P006,2024-07-28 16:31:48.271631,102
U004,P002,2024-08-03 16:31:48.271631,43
U017,P010,2024-08-04 16:31:48.271631,119
U012,P018,2024-08-01 16:31:48.271631,86
U008,P017,2024-07-24 16:31:48.271631,18
U005,P004,2024-08-03 16:31:48.271631,77
U012,P013,2024-08-03 16:31:48.271631,31
U013,P012,2024-08-02 16:31:48.271631,105
U005,P004,2024-07-19 16:31:48.271631,11
U016,P009,2024-08-12 16:31:48.271631,110
U008,P012,2024-08-10 16:31:48.271631,90
U012,P018,2024-07-30 16:31:48.271631,10
U002,P017,2024-08-10 16:31:48.271631,111
U004,P019,2024-07-18 16:31:48.271631,77
U004,P019,2024-07-16 16:31:48.271631,15
U002,P009,2024-07-21 16:31:48.271631,36
U007,P006,2024-08-09 16:31:48.271631,112
U020,P020,2024-08-02 16:31:48.271631,72
U009,P015,2024-07-31 16:31:48.271631,97
U018,P019,2024-08-03 16:31:48.271631,110
U010,P008,2024-08-05 16:31:48.271631,104
U008,P001,2024-08-12 16:31:48.271631,53
U006,P003,2024-07-23 16:31:48.271631,101
U007,P019,2024-08-11 16:31:48.271631,95
U006,P001,2024-07-17 16:31:48.271631,19
U004,P004,2024-08-01 16:31:48.271631,116
U004,P020,2024-07-17 16:31:48.271631,95
U011,P016,2024-08-07 16:31:48.271631,7
U010,P009,2024-07-18 16:31:48.271631,108
U018,P002,2024-08-02 16:31:48.271631,86
U005,P004,2024-08-06 16:31:48.271631,60
U017,P008,2024-07-28 16:31:48.271631,77
U010,P007,2024-07-15 16:31:48.271631,33
U012,P014,2024-08-07 16:31:48.271631,62
U001,P015,2024-07-26 16:31:48.271631,5
U011,P005,2024-07-26 16:31:48.271631,5
U003,P016,2024-08-03 16:31:48.271631,92
U005,P002,2024-07-24 16:31:48.271631,38
U020,P018,2024-07-31 16:31:48.271631,53
U009,P008,2024-08-08 16:31:48.271631,31
U002,P018,2024-07-21 16:31:48.271631,84
U005,P013,2024-07-30 16:31:48.271631,56
U011,P010,2024-07-30 16:31:48.271631,119
U019,P013,2024-07-30 16:31:48.271631,55
U014,P002,2024-08-07 16:31:48.271631,102
U016,P001,2024-08-08 16:31:48.271631,50
U006,P014,2024-08-01 16:31:48.271631,65
U003,P014,2024-08-06 16:31:48.271631,4
U003,P003,2024-08-12 16:31:48.271631,38
U008,P006,2024-08-06 16:31:48.271631,55
U003,P003,2024-07-17 16:31:48.271631,5
U012,P018,2024-08-11 16:31:48.271631,25
U012,P015,2024-08-10 16:31:48.271631,21
U005,P011,2024-08-09 16:31:48.271631,24
U008,P020,2024-07-21 16:31:48.271631,90
U010,P006,2024-07-16 16:31:48.271631,24
U002,P019,2024-07-29 16:31:48.271631,103
U014,P018,2024-07-18 16:31:48.271631,56
U010,P014,2024-07-28 16:31:48.271631,96
U011,P002,2024-07-20 16:31:48.271631,48
U015,P006,2024-07-15 16:31:48.271631,78
U008,P010,2024-07-26 16:31:48.271631,104
U018,P020,2024-07-22 16:31:48.271631,94
U020,P018,2024-07-26 16:31:48.271631,81
U006,P004,2024-07-17 16:31:48.271631,43
U019,P019,2024-08-11 16:31:48.271631,83
U019,P004,2024-07-29 16:31:48.271631,83
U010,P008,2024-07-20 16:31:48.271631,78
U009,P010,2024-07-28 16:31:48.271631,61
U007,P017,2024-08-05 16:31:48.271631,33
U019,P008,2024-08-04 16:31:48.271631,21
U008,P014,2024-07-29 16:31:48.271631,13
U008,P013,2024-07-15 16:31:48.271631,66
U005,P008,2024-07-29 16:31:48.271631,104
U007,P006,2024-07-17 16:31:48.271631,33
U002,P017,2024-07-29 16:31:48.271631,48
U020,P002,2024-07-24 16:31:48.271631,107
U010,P003,2024-08-07 16:31:48.271631,92
U008,P002,2024-07-23 16:31:48.271631,92
U010,P004,2024-08-13 16:31:48.271631,41
U019,P015,2024-07-17 16:31:48.271631,71
U009,P020,2024-08-01 16:31:48.271631,100
U009,P008,2024-08-02 16:31:48.271631,114
U002,P009,2024-07-15 16:31:48.271631,39
U014,P002,2024-07-31 16:31:48.271631,22
U016,P018,2024-07-26 16:31:48.271631,10
U014,P001,2024-07-24 16:31:48.271631,118
U016,P015,2024-07-22 16:31:48.271631,13
U007,P015,2024-08-01 16:31:48.271631,109
U016,P005,2024-07-28 16:31:48.271631,42
U013,P011,2024-08-06 16:31:48.271631,70
U007,P006,2024-07-21 16:31:48.271631,37
U001,P001,2024-07-25 16:31:48.271631,22
U003,P002,2024-07-17 16:31:48.271631,91
U016,P005,2024-07-28 16:31:48.271631,116
U014,P019,2024-07-29 16:31:48.271631,92
U004,P005,2024-08-02 16:31:48.271631,69
U011,P007,2024-07-25 16:31:48.271631,89
U006,P004,2024-08-03 16:31:48.271631,98
U015,P014,2024-08-02 16:31:48.271631,73
U016,P014,2024-07-24 16:31:48.271631,104
U017,P020,2024-07-28 16:31:48.271631,60
U005,P002,2024-08-03 16:31:48.271631,75
U001,P020,2024-07-27 16:31:48.271631,58
U015,P008,2024-08-06 16:31:48.271631,68
U009,P004,2024-07-29 16:31:48.271631,93
U019,P009,2024-07-15 16:31:48.271631,105
U020,P002,2024-07-23 16:31:48.271631,117
U014,P011,2024-07-22 16:31:48.271631,83
U007,P011,2024-07-16 16:31:48.271631,15
U013,P003,2024-07-26 16:31:48.271631,18
U013,P012,2024-07-18 16:31:48.271631,67
U009,P014,2024-07-23 16:31:48.271631,101
U015,P011,2024-07-19 16:31:48.271631,27
U006,P003,2024-07-29 16:31:48.271631,109
U014,P020,2024-08-02 16:31:48.271631,49
U004,P003,2024-07-24 16:31:48.271631,43
U012,P007,2024-07-15 16:31:48.271631,18
U003,P014,2024-07-15 16:31:48.271631,97
U018,P002,2024-08-03 16:31:48.271631,90
U018,P005,2024-07-20 16:31:48.271631,80
U006,P015,2024-08-10 16:31:48.271631,110
U011,P010,2024-08-06 16:31:48.271631,64
U008,P012,2024-07-31 16:31:48.271631,51
U003,P020,2024-08-02 16:31:48.271631,60
U006,P009,2024-07-27 16:31:48.271631,76
U015,P011,2024-07-18 16:31:48.271631,3
U008,P001,2024-08-06 16:31:48.271631,94
U011,P004,2024-07-30 16:31:48.271631,2
U015,P005,2024-07-24 16:31:48.271631,98
U017,P004,2024-07-23 16:31:48.271631,79
U020,P006,2024-07-27 16:31:48.271631,82
U001,P017,2024-07-16 16:31:48.271631,100
U015,P013,2024-07-19 16:31:48.271631,56
U018,P003,2024-07-18 16:31:48.271631,60
U018,P005,2024-07-26 16:31:48.271631,54
U014,P004,2024-07-26 16:31:48.271631,82
U012,P013,2024-07-27 16:31:48.271631,103
U008,P019,2024-08-08 16:31:48.271631,59
U013,P001,2024-07-19 16:31:48.271631,67
U003,P013,2024-07-26 16:31:48.271631,17
U019,P003,2024-08-10 16:31:48.271631,99
U006,P001,2024-07-31 16:31:48.271631,49
U012,P002,2024-08-01 16:31:48.271631,70
U009,P002,2024-07-26 16:31:48.271631,11
U010,P002,2024-07-23 16:31:48.271631,91
U016,P020,2024-07-31 16:31:48.271631,38
U013,P005,2024-07-29 16:31:48.271631,5
U007,P006,2024-07-20 16:31:48.271631,75
U013,P018,2024-08-09 16:31:48.271631,75
U012,P010,2024-07-21 16:31:48.271631,112
U014,P015,2024-07-26 16:31:48.271631,16
U018,P016,2024-08-07 16:31:48.271631,32
U001,P003,2024-07-22 16:31:48.271631,38
U010,P017,2024-08-10 16:31:48.271631,10
U017,P002,2024-08-12 16:31:48.271631,32
U011,P011,2024-07-24 16:31:48.271631,25
U001,P004,2024-08-01 16:31:48.271631,21
U014,P002,2024-07-23 16:31:48.271631,78
U002,P002,2024-08-06 16:31:48.271631,98
U015,P020,2024-08-07 16:31:48.271631,91
U003,P011,2024-08-07 16:31:48.271631,109
U004,P007,2024-08-03 16:31:48.271631,48
U019,P019,2024-07-25 16:31:48.271631,70
U013,P016,2024-08-08 16:31:48.271631,89
U017,P003,2024-07-31 16:31:48.271631,97
U006,P009,2024-08-13 16:31:48.271631,44
U011,P016,2024-07-25 16:31:48.271631,84
U001,P018,2024-07-25 16:31:48.271631,80
U006,P011,2024-08-01 16:31:48.271631,56
U015,P002,2024-08-03 16:31:48.271631,17
U001,P020,2024-07-29 16:31:48.271631,38
U009,P001,2024-08-04 16:31:48.271631,92
U007,P017,2024-07-17 16:31:48.271631,20
U011,P010,2024-08-07 16:31:48.271631,120
U017,P003,2024-08-03 16:31:48.271631,55
U002,P010,2024-07-26 16:31:48.271631,5
U006,P010,2024-08-10 16:31:48.271631,44
U005,P011,2024-07-28 16:31:48.271631,81
U016,P008,2024-07-24 16:31:48.271631,62
U014,P014,2024-07-31 16:31:48.271631,62
U006,P019,2024-08-05 16:31:48.271631,81
U019,P014,2024-07-15 16:31:48.271631,30
U005,P020,2024-07-29 16:31:48.271631,44
U005,P003,2024-08-01 16:31:48.271631,18
U014,P009,2024-07-19 16:31:48.271631,118
U006,P014,2024-07-24 16:31:48.271631,66
U018,P005,2024-08-10 16:31:48.271631,59
U011,P006,2024-08-09 16:31:48.271631,70
U002,P005,2024-07-20 16:31:48.271631,69
U007,P005,2024-07-16 16:31:48.271631,1
U001,P013,2024-08-03 16:31:48.271631,82
U004,P016,2024-08-06 16:31:48.271631,21
U004,P011,2024-08-02 16:31:48.271631,83
U003,P015,2024-08-02 16:31:48.271631,57
U012,P014,2024-07-26 16:31:48.271631,30
U018,P016,2024-07-29 16:31:48.271631,73
U001,P013,2024-07-26 16:31:48.271631,105
U001,P009,2024-08-01 16:31:48.271631,10
U001,P020,2024-07-24 16:31:48.271631,85
U004,P004,2024-07-31 16:31:48.271631,26
U005,P012,2024-08-09 16:31:48.271631,86
U002,P009,2024-07-29 16:31:48.271631,65
U017,P008,2024-07-25 16:31:48.271631,28
U014,P016,2024-08-13 16:31:48.271631,75
U002,P008,2024-08-06 16:31:48.271631,28
U016,P007,2024-08-13 16:31:48.271631,40
U001,P012,2024-08-05 16:31:48.271631,47
U009,P019,2024-08-02 16:31:48.271631,39
U002,P014,2024-07-31 16:31:48.271631,85
U002,P001,2024-07-16 16:31:48.271631,111
U019,P008,2024-07-25 16:31:48.271631,54
U018,P018,2024-07-23 16:31:48.271631,71
U008,P018,2024-07-18 16:31:48.271631,57
U007,P017,2024-08-10 16:31:48.271631,118
U003,P007,2024-07-22 16:31:48.271631,62
U002,P008,2024-07-16 16:31:48.271631,103
U008,P004,2024-07-17 16:31:48.271631,49
U013,P004,2024-08-10 16:31:48.271631,4
U007,P020,2024-08-05 16:31:48.271631,27
U018,P019,2024-07-22 16:31:48.271631,106
U008,P015,2024-08-09 16:31:48.271631,87
U008,P003,2024-07-27 16:31:48.271631,30
U002,P003,2024-07-27 16:31:48.271631,72
U019,P013,2024-08-03 16:31:48.271631,22
U007,P004,2024-07-30 16:31:48.271631,112
U019,P009,2024-08-11 16:31:48.271631,1
U019,P011,2024-08-12 16:31:48.271631,9
U001,P010,2024-07-28 16:31:48.271631,69
U015,P020,2024-07-29 16:31:48.271631,82
U019,P019,2024-07-20 16:31:48.271631,86
U013,P019,2024-07-16 16:31:48.271631,61
U018,P006,2024-08-05 16:31:48.271631,94
U002,P013,2024-07-20 16:31:48.271631,82
U017,P008,2024-07-16 16:31:48.271631,94
U012,P014,2024-08-05 16:31:48.271631,113
U003,P014,2024-08-02 16:31:48.271631,101
U018,P007,2024-08-05 16:31:48.271631,32
U013,P011,2024-07-31 16:31:48.271631,10
U017,P007,2024-07-26 16:31:48.272607,113
U017,P020,2024-08-12 16:31:48.272607,91
U018,P008,2024-07-17 16:31:48.272607,57
U014,P004,2024-07-27 16:31:48.272607,43
U012,P012,2024-07-28 16:31:48.272607,79
U006,P002,2024-07-21 16:31:48.272607,10
U006,P012,2024-07-21 16:31:48.272607,58
U015,P003,2024-07-16 16:31:48.272607,43
U016,P019,2024-07-15 16:31:48.272607,109
U011,P001,2024-07-25 16:31:48.272607,35
U004,P001,2024-07-27 16:31:48.272607,93
U020,P012,2024-08-06 16:31:48.272607,22
U019,P012,2024-07-27 16:31:48.272607,42
U003,P006,2024-07-29 16:31:48.272607,84
U005,P013,2024-08-08 16:31:48.272607,26
U019,P001,2024-08-07 16:31:48.272607,13
U017,P007,2024-07-26 16:31:48.272607,2
U014,P013,2024-08-11 16:31:48.272666,63
U013,P020,2024-07-21 16:31:48.272666,86
U013,P005,2024-07-16 16:31:48.272666,57
U018,P020,2024-08-02 16:31:48.272666,40
U014,P004,2024-07-16 16:31:48.272666,26
U010,P003,2024-07-19 16:31:48.272666,95
U005,P014,2024-07-15 16:31:48.272666,79
U019,P013,2024-07-15 16:31:48.272666,47
U016,P017,2024-08-11 16:31:48.272666,24
U009,P009,2024-07-17 16:31:48.272666,20
U009,P015,2024-08-03 16:31:48.272666,113
U010,P013,2024-07-29 16:31:48.272666,74
U015,P012,2024-07-22 16:31:48.272666,106
U012,P013,2024-07-26 16:31:48.272666,6
U007,P001,2024-07-22 16:31:48.272666,81
U019,P012,2024-08-05 16:31:48.272666,104
U006,P013,2024-08-04 16:31:48.272666,104
U014,P019,2024-07-20 16:31:48.272666,67
U011,P001,2024-07-28 16:31:48.272666,70
U004,P001,2024-07-31 16:31:48.272666,63
U002,P020,2024-07-21 16:31:48.272666,88
U006,P001,2024-08-05 16:31:48.272666,110
U020,P016,2024-07-19 16:31:48.272666,21
U019,P011,2024-08-09 16:31:48.272666,18
U015,P012,2024-07-23 16:31:48.272666,22
U008,P019,2024-08-08 16:31:48.272666,18
U006,P009,2024-07-24 16:31:48.272666,118
U010,P001,2024-08-03 16:31:48.272666,49
U013,P011,2024-08-09 16:31:48.272666,6
U016,P013,2024-08-12 16:31:48.272666,63
U012,P008,2024-07-17 16:31:48.272666,27
U016,P005,2024-07-27 16:31:48.272666,75
U009,P003,2024-08-01 16:31:48.272666,42
U010,P008,2024-08-10 16:31:48.272666,26
U009,P016,2024-07-20 16:31:48.272666,112
U016,P019,2024-08-03 16:31:48.272666,119
U008,P010,2024-07-17 16:31:48.272666,80
U012,P004,2024-07-15 16:31:48.272666,30
U010,P002,2024-07-26 16:31:48.272666,56
U006,P002,2024-08-03 16:31:48.272666,99
U001,P010,2024-08-08 16:31:48.272666,101
U004,P012,2024-08-04 16:31:48.272666,22
U007,P016,2024-07-28 16:31:48.272666,93
U005,P010,2024-07-31 16:31:48.272666,106
U003,P020,2024-08-09 16:31:48.272666,12
U014,P019,2024-08-07 16:31:48.272666,65
U013,P008,2024-08-01 16:31:48.272666,12
U005,P001,2024-07-27 16:31:48.272666,115
U004,P004,2024-08-06 16:31:48.272666,102
U001,P016,2024-07-29 16:31:48.272666,21
U013,P019,2024-07-30 16:31:48.272666,46
U010,P008,2024-08-11 16:31:48.272666,21
U006,P015,2024-07-18 16:31:48.272666,10
U009,P011,2024-08-04 16:31:48.272666,81
U003,P004,2024-07-24 16:31:48.272666,117
U012,P011,2024-07-20 16:31:48.272666,119
U008,P001,2024-07-18 16:31:48.272666,14
U011,P009,2024-08-10 16:31:48.272666,67
U011,P003,2024-07-18 16:31:48.272666,41
U011,P007,2024-08-13 16:31:48.272666,65
U013,P009,2024-08-08 16:31:48.272666,37
U010,P007,2024-07-24 16:31:48.272666,47
U006,P005,2024-08-09 16:31:48.272666,29
U010,P020,2024-07-25 16:31:48.272666,54
U003,P004,2024-07-29 16:31:48.272666,18
U012,P003,2024-07-20 16:31:48.272666,95
U005,P002,2024-08-12 16:31:48.272666,98
U013,P001,2024-07-24 16:31:48.272666,3
U004,P012,2024-07-16 16:31:48.272666,11
U005,P017,2024-07-21 16:31:48.272666,12
U017,P012,2024-08-13 16:31:48.272666,119
U009,P020,2024-08-13 16:31:48.272666,22
U011,P006,2024-07-15 16:31:48.272666,58
U014,P019,2024-07-31 16:31:48.272666,112
U008,P010,2024-07-27 16:31:48.272666,22
U017,P011,2024-08-06 16:31:48.272666,42
U005,P008,2024-08-04 16:31:48.272666,29
U014,P006,2024-08-07 16:31:48.272666,22
U001,P014,2024-07-17 16:31:48.272666,89
U017,P004,2024-07-24 16:31:48.272666,15
U016,P011,2024-07-30 16:31:48.272666,58
U016,P005,2024-07-16 16:31:48.272666,28
U014,P012,2024-08-12 16:31:48.272666,35
U005,P020,2024-07-29 16:31:48.272666,112
U002,P003,2024-07-26 16:31:48.272666,109
U014,P011,2024-07-16 16:31:48.272666,27
U019,P014,2024-08-12 16:31:48.272666,14
U020,P001,2024-07-23 16:31:48.272666,37
U006,P010,2024-08-13 16:31:48.272666,80
U002,P011,2024-08-09 16:31:48.272666,26
U019,P002,2024-08-12 16:31:48.272666,52
U011,P010,2024-08-02 16:31:48.272666,19
U005,P007,2024-08-03 16:31:48.272666,51
U004,P016,2024-08-12 16:31:48.272666,23
U012,P007,2024-07-31 16:31:48.272666,87
U004,P009,2024-08-08 16:31:48.272666,112
U014,P015,2024-07-18 16:31:48.272666,22
U020,P009,2024-08-01 16:31:48.272666,22
